id,level,projected_hour,x,y,value,category,area,element,reference_year,reference_month,reference_day,reference_hour,reference_minute,ville
1,0-SFC,0.5,984,336,0.08,ndfd,conus,qpf,2017,6,26,23,30,Austin 
2,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,21,23,30,Austin 
3,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,18,17,30,Austin 
4,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,15,17,30,Austin 
5,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,24,5,30,Austin 
6,0-SFC,0.5,984,336,0.09,ndfd,conus,qpf,2017,6,27,23,30,Austin 
7,0-SFC,0.5,984,336,0.972,ndfd,conus,wspd,2017,6,1,9,30,Austin 
8,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,17,7,30,Austin 
9,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,14,11,30,Austin 
10,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,24,12,30,Austin 
11,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,24,23,30,Austin 
12,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,12,5,30,Austin 
13,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,14,6,30,Austin 
14,0-SFC,0.5,984,336,1.944,ndfd,conus,wspd,2017,6,1,4,30,Austin 
15,0-SFC,0.5,984,336,76.91,ndfd,conus,temp,2017,6,29,5,30,Austin 
16,0-SFC,0.5,984,336,8.942,ndfd,conus,wspd,2017,6,17,15,30,Austin 
17,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,5,17,30,Austin 
18,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,7,17,30,Austin 
19,0-SFC,0.5,984,336,8.942,ndfd,conus,wspd,2017,6,14,20,30,Austin 
20,0-SFC,0.5,984,336,81.05,ndfd,conus,temp,2017,6,4,15,30,Austin 
21,0-SFC,0.5,984,336,94.91,ndfd,conus,temp,2017,6,14,21,30,Austin 
22,0-SFC,0.5,984,336,77.99,ndfd,conus,temp,2017,6,19,9,30,Austin 
23,0-SFC,0.5,984,336,0.972,ndfd,conus,wspd,2017,6,8,7,30,Austin 
24,0-SFC,0.5,984,336,9.914,ndfd,conus,wspd,2017,6,10,21,30,Austin 
25,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,6,15,30,Austin 
26,0-SFC,0.5,984,336,90.95,ndfd,conus,temp,2017,6,7,22,30,Austin 
27,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,9,16,30,Austin 
28,0-SFC,0.5,984,336,85.01,ndfd,conus,temp,2017,6,9,17,30,Austin 
29,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,28,17,30,Austin 
30,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,20,7,30,Austin 
31,0-SFC,0.5,984,336,97.07,ndfd,conus,temp,2017,6,15,21,30,Austin 
32,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,9,3,30,Austin 
33,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,29,11,30,Austin 
34,0-SFC,0.5,984,336,8.942,ndfd,conus,wspd,2017,6,9,14,30,Austin 
35,0-SFC,0.5,984,336,86.99,ndfd,conus,temp,2017,6,25,20,30,Austin 
36,0-SFC,0.5,984,336,0.972,ndfd,conus,wspd,2017,6,5,7,30,Austin 
37,0-SFC,0.5,984,336,85.91,ndfd,conus,temp,2017,6,9,18,30,Austin 
38,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,6,18,30,Austin 
39,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,19,11,30,Austin 
40,0-SFC,0.5,984,336,72.95,ndfd,conus,temp,2017,6,27,8,30,Austin 
41,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,29,7,30,Austin 
42,0-SFC,0.5,984,336,11.08,ndfd,conus,wspd,2017,6,17,13,30,Austin 
43,0-SFC,0.5,984,336,11.08,ndfd,conus,wspd,2017,6,21,18,30,Austin 
44,0-SFC,0.5,984,336,72.95,ndfd,conus,temp,2017,6,2,5,30,Austin 
45,0-SFC,0.5,984,336,0.01,ndfd,conus,qpf,2017,6,3,17,30,Austin 
46,0-SFC,0.5,984,336,77.99,ndfd,conus,temp,2017,6,11,3,30,Austin 
47,0-SFC,0.5,984,336,11.08,ndfd,conus,wspd,2017,6,21,20,30,Austin 
48,0-SFC,0.5,984,336,74.03,ndfd,conus,temp,2017,6,26,8,30,Austin 
49,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,12,3,30,Austin 
50,0-SFC,0.5,984,336,72.05,ndfd,conus,temp,2017,6,27,9,30,Austin 
51,0-SFC,0.5,984,336,79.07,ndfd,conus,temp,2017,6,19,6,30,Austin 
52,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,24,20,30,Austin 
53,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,11,13,30,Austin 
54,0-SFC,0.5,984,336,92.03,ndfd,conus,temp,2017,6,13,21,30,Austin 
55,0-SFC,0.5,984,336,70.97,ndfd,conus,temp,2017,6,2,8,30,Austin 
56,0-SFC,0.5,984,336,83.93,ndfd,conus,temp,2017,6,17,3,30,Austin 
57,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,15,15,30,Austin 
58,0-SFC,0.5,984,336,79.97,ndfd,conus,temp,2017,6,30,4,30,Austin 
59,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,15,4,30,Austin 
60,0-SFC,0.5,984,336,83.03,ndfd,conus,temp,2017,6,13,1,30,Austin 
61,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,11,7,30,Austin 
62,0-SFC,0.5,984,336,1.944,ndfd,conus,wspd,2017,6,8,6,30,Austin 
63,0-SFC,0.5,984,336,74.03,ndfd,conus,temp,2017,6,12,8,30,Austin 
64,0-SFC,0.5,984,336,81.05,ndfd,conus,temp,2017,6,14,3,30,Austin 
65,0-SFC,0.5,984,336,8.942,ndfd,conus,wspd,2017,6,29,20,30,Austin 
66,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,25,8,30,Austin 
67,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,22,14,30,Austin 
68,0-SFC,0.5,984,336,83.03,ndfd,conus,temp,2017,6,29,1,30,Austin 
69,0-SFC,0.5,984,336,1.944,ndfd,conus,wspd,2017,6,27,8,30,Austin 
70,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,27,17,30,Austin 
71,0-SFC,0.5,984,336,72.05,ndfd,conus,temp,2017,6,1,4,30,Austin 
72,0-SFC,0.5,984,336,1.944,ndfd,conus,wspd,2017,6,3,13,30,Austin 
73,0-SFC,0.5,984,336,85.91,ndfd,conus,temp,2017,6,13,15,30,Austin 
74,0-SFC,0.5,984,336,90.95,ndfd,conus,temp,2017,6,10,20,30,Austin 
75,0-SFC,0.5,984,336,81.95,ndfd,conus,temp,2017,6,1,0,30,Austin 
76,0-SFC,0.5,984,336,70.07,ndfd,conus,temp,2017,6,5,10,30,Austin 
77,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,29,9,30,Austin 
78,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,16,3,30,Austin 
79,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,21,1,30,Austin 
80,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,5,21,30,Austin 
81,0-SFC,0.5,984,336,99.05,ndfd,conus,temp,2017,6,23,21,30,Austin 
82,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,6,5,30,Austin 
83,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,9,1,30,Austin 
84,0-SFC,0.5,984,336,85.91,ndfd,conus,temp,2017,6,29,16,30,Austin 
85,0-SFC,0.5,984,336,67.01,ndfd,conus,temp,2017,6,1,11,30,Austin 
86,0-SFC,0.5,984,336,79.97,ndfd,conus,temp,2017,6,29,14,30,Austin 
87,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,17,5,30,Austin 
88,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,25,14,30,Austin 
89,0-SFC,0.5,984,336,88.97,ndfd,conus,temp,2017,6,9,20,30,Austin 
90,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,10,2,30,Austin 
91,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,17,21,30,Austin 
92,0-SFC,0.5,984,336,88.97,ndfd,conus,temp,2017,6,20,16,30,Austin 
93,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,13,9,30,Austin 
94,0-SFC,0.5,984,336,92.93,ndfd,conus,temp,2017,6,14,22,30,Austin 
95,0-SFC,0.5,984,336,94.01,ndfd,conus,temp,2017,6,29,22,30,Austin 
96,0-SFC,0.5,984,336,83.03,ndfd,conus,temp,2017,6,10,0,30,Austin 
97,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,29,3,30,Austin 
98,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,28,2,30,Austin 
99,0-SFC,0.5,984,336,86.99,ndfd,conus,temp,2017,6,4,22,30,Austin 
100,0-SFC,0.5,984,336,85.91,ndfd,conus,temp,2017,6,4,17,30,Austin 
101,0-SFC,0.5,984,336,79.07,ndfd,conus,temp,2017,6,12,14,30,Austin 
102,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,18,13,30,Austin 
103,0-SFC,0.5,984,336,83.03,ndfd,conus,temp,2017,6,20,2,30,Austin 
104,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,19,16,30,Austin 
105,0-SFC,0.5,984,336,79.07,ndfd,conus,temp,2017,6,30,12,30,Austin 
106,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,29,6,30,Austin 
107,0-SFC,0.5,984,336,94.91,ndfd,conus,temp,2017,6,21,20,30,Austin 
108,0-SFC,0.5,984,336,90.05,ndfd,conus,temp,2017,6,26,21,30,Austin 
109,0-SFC,0.5,984,336,81.95,ndfd,conus,temp,2017,6,14,2,30,Austin 
110,0-SFC,0.5,984,336,79.97,ndfd,conus,temp,2017,6,19,13,30,Austin 
111,0-SFC,0.5,984,336,74.93,ndfd,conus,temp,2017,6,22,7,30,Austin 
112,0-SFC,0.5,984,336,72.05,ndfd,conus,temp,2017,6,11,10,30,Austin 
113,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,27,18,30,Austin 
114,0-SFC,0.5,984,336,86.99,ndfd,conus,temp,2017,6,12,17,30,Austin 
115,0-SFC,0.5,984,336,90.95,ndfd,conus,temp,2017,6,29,18,30,Austin 
116,0-SFC,0.5,984,336,85.01,ndfd,conus,temp,2017,6,3,22,30,Austin 
117,0-SFC,0.5,984,336,86.99,ndfd,conus,temp,2017,6,12,2,30,Austin 
118,0-SFC,0.5,984,336,90.95,ndfd,conus,temp,2017,6,20,17,30,Austin 
119,0-SFC,0.5,984,336,76.91,ndfd,conus,temp,2017,6,16,12,30,Austin 
120,0-SFC,0.5,984,336,81.95,ndfd,conus,temp,2017,6,3,17,30,Austin 
121,0-SFC,0.5,984,336,72.95,ndfd,conus,temp,2017,6,3,8,30,Austin 
122,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,23,23,30,Austin 
123,0-SFC,0.5,984,336,94.01,ndfd,conus,temp,2017,6,29,20,30,Austin 
124,0-SFC,0.5,984,336,11.08,ndfd,conus,wspd,2017,6,30,17,30,Austin 
125,0-SFC,0.5,984,336,83.93,ndfd,conus,temp,2017,6,14,1,30,Austin 
126,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,19,8,30,Austin 
127,0-SFC,0.5,984,336,81.95,ndfd,conus,temp,2017,6,22,2,30,Austin 
128,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,10,1,30,Austin 
129,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,16,23,30,Austin 
130,0-SFC,0.5,984,336,92.03,ndfd,conus,temp,2017,6,16,0,30,Austin 
131,0-SFC,0.5,984,336,86.99,ndfd,conus,temp,2017,6,18,4,30,Austin 
132,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,11,11,30,Austin 
133,0-SFC,0.5,984,336,74.03,ndfd,conus,temp,2017,6,21,10,30,Austin 
134,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,9,11,30,Austin 
135,0-SFC,0.5,984,336,70.97,ndfd,conus,temp,2017,6,1,5,30,Austin 
136,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,26,11,30,Austin 
137,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,18,2,30,Austin 
138,0-SFC,0.5,984,336,88.07,ndfd,conus,temp,2017,6,8,17,30,Austin 
139,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,12,17,30,Austin 
140,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,10,17,30,Austin 
141,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,18,19,30,Austin 
142,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,10,23,30,Austin 
143,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,14,5,30,Austin 
144,0-SFC,0.5,984,336,1.944,ndfd,conus,wspd,2017,6,1,3,30,Austin 
145,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,18,11,30,Austin 
146,0-SFC,0.5,984,336,70.97,ndfd,conus,temp,2017,6,5,12,30,Austin 
147,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,8,3,30,Austin 
148,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,15,8,30,Austin 
149,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,25,0,30,Austin 
150,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,8,2,30,Austin 
151,0-SFC,0.5,984,336,72.05,ndfd,conus,temp,2017,6,25,8,30,Austin 
152,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,18,4,30,Austin 
153,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,27,16,30,Austin 
154,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,7,11,30,Austin 
155,0-SFC,0.5,984,336,79.97,ndfd,conus,temp,2017,6,3,1,30,Austin 
156,0-SFC,0.5,984,336,83.03,ndfd,conus,temp,2017,6,25,17,30,Austin 
157,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,9,11,30,Austin 
158,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,10,5,30,Austin 
159,0-SFC,0.5,984,336,72.05,ndfd,conus,temp,2017,6,7,8,30,Austin 
160,0-SFC,0.5,984,336,79.97,ndfd,conus,temp,2017,6,1,17,30,Austin 
161,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,12,17,30,Austin 
162,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,15,13,30,Austin 
163,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,23,6,30,Austin 
164,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,24,7,30,Austin 
165,0-SFC,0.5,984,336,72.05,ndfd,conus,temp,2017,6,8,10,30,Austin 
166,0-SFC,0.5,984,336,13.024,ndfd,conus,wspd,2017,6,30,20,30,Austin 
167,0-SFC,0.5,984,336,74.03,ndfd,conus,temp,2017,6,27,6,30,Austin 
168,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,13,17,30,Austin 
169,0-SFC,0.5,984,336,90.05,ndfd,conus,temp,2017,6,8,19,30,Austin 
170,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,27,21,30,Austin 
171,0-SFC,0.5,984,336,1.944,ndfd,conus,wspd,2017,6,1,11,30,Austin 
172,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,26,5,30,Austin 
173,0-SFC,0.5,984,336,92.03,ndfd,conus,temp,2017,6,30,17,30,Austin 
174,0-SFC,0.5,984,336,1.944,ndfd,conus,wspd,2017,6,27,10,30,Austin 
175,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,24,16,30,Austin 
176,0-SFC,0.5,984,336,0.08,ndfd,conus,qpf,2017,6,5,5,30,Austin 
177,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,21,4,30,Austin 
178,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,18,5,30,Austin 
179,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,16,11,30,Austin 
180,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,11,23,30,Austin 
181,0-SFC,0.5,984,336,74.03,ndfd,conus,temp,2017,6,1,2,30,Austin 
182,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,8,11,30,Austin 
183,0-SFC,0.5,984,336,90.95,ndfd,conus,temp,2017,6,28,22,30,Austin 
184,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,11,17,30,Austin 
185,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,10,17,30,Austin 
186,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,8,20,30,Austin 
187,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,9,9,30,Austin 
188,0-SFC,0.5,984,336,0.06,ndfd,conus,qpf,2017,6,26,17,30,Austin 
189,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,22,8,30,Austin 
190,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,20,8,30,Austin 
191,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,26,18,30,Austin 
192,0-SFC,0.5,984,336,72.95,ndfd,conus,temp,2017,6,12,9,30,Austin 
193,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,7,2,30,Austin 
194,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,23,9,30,Austin 
195,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,6,0,30,Austin 
196,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,30,11,30,Austin 
197,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,21,6,30,Austin 
198,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,6,14,30,Austin 
199,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,15,11,30,Austin 
200,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,19,7,30,Austin 
201,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,29,17,30,Austin 
202,0-SFC,0.5,984,336,12.052,ndfd,conus,wspd,2017,6,21,19,30,Austin 
203,0-SFC,0.5,984,336,11.08,ndfd,conus,wspd,2017,6,17,19,30,Austin 
204,0-SFC,0.5,984,336,88.07,ndfd,conus,temp,2017,6,5,17,30,Austin 
205,0-SFC,0.5,984,336,72.05,ndfd,conus,temp,2017,6,5,3,30,Austin 
206,0-SFC,0.5,984,336,77.99,ndfd,conus,temp,2017,6,30,9,30,Austin 
207,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,16,5,30,Austin 
208,0-SFC,0.5,984,336,77.99,ndfd,conus,temp,2017,6,1,16,30,Austin 
209,0-SFC,0.5,984,336,76.01,ndfd,conus,temp,2017,6,16,9,30,Austin 
210,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,15,11,30,Austin 
211,0-SFC,0.5,984,336,85.01,ndfd,conus,temp,2017,6,25,22,30,Austin 
212,0-SFC,0.5,984,336,88.07,ndfd,conus,temp,2017,6,22,16,30,Austin 
213,0-SFC,0.5,984,336,9.914,ndfd,conus,wspd,2017,6,13,20,30,Austin 
214,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,26,23,30,Austin 
215,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,7,6,30,Austin 
216,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,16,11,30,Austin 
217,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,23,5,30,Austin 
218,0-SFC,0.5,984,336,72.05,ndfd,conus,temp,2017,6,3,9,30,Austin 
219,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,23,13,30,Austin 
220,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,2,15,30,Austin 
221,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,19,11,30,Austin 
222,0-SFC,0.5,984,336,94.01,ndfd,conus,temp,2017,6,14,19,30,Austin 
223,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,6,11,30,Austin 
224,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,8,1,30,Austin 
225,0-SFC,0.5,984,336,0.972,ndfd,conus,wspd,2017,6,25,9,30,Austin 
226,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,18,22,30,Austin 
227,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,20,10,30,Austin 
228,0-SFC,0.5,984,336,76.91,ndfd,conus,temp,2017,6,7,13,30,Austin 
229,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,9,7,30,Austin 
230,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,23,19,30,Austin 
231,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,29,1,30,Austin 
232,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,6,21,30,Austin 
233,0-SFC,0.5,984,336,83.03,ndfd,conus,temp,2017,6,30,3,30,Austin 
234,0-SFC,0.5,984,336,0.14,ndfd,conus,qpf,2017,6,2,23,30,Austin 
235,0-SFC,0.5,984,336,83.03,ndfd,conus,temp,2017,6,24,5,30,Austin 
236,0-SFC,0.5,984,336,72.95,ndfd,conus,temp,2017,6,13,8,30,Austin 
237,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,7,18,30,Austin 
238,0-SFC,0.5,984,336,8.942,ndfd,conus,wspd,2017,6,11,17,30,Austin 
239,0-SFC,0.5,984,336,74.93,ndfd,conus,temp,2017,6,9,12,30,Austin 
240,0-SFC,0.5,984,336,83.93,ndfd,conus,temp,2017,6,24,19,30,Austin 
241,0-SFC,0.5,984,336,70.97,ndfd,conus,temp,2017,6,27,10,30,Austin 
242,0-SFC,0.5,984,336,83.03,ndfd,conus,temp,2017,6,16,14,30,Austin 
243,0-SFC,0.5,984,336,74.03,ndfd,conus,temp,2017,6,20,12,30,Austin 
244,0-SFC,0.5,984,336,70.97,ndfd,conus,temp,2017,6,1,13,30,Austin 
245,0-SFC,0.5,984,336,76.01,ndfd,conus,temp,2017,6,18,11,30,Austin 
246,0-SFC,0.5,984,336,74.03,ndfd,conus,temp,2017,6,2,12,30,Austin 
247,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,6,13,30,Austin 
248,0-SFC,0.5,984,336,76.01,ndfd,conus,temp,2017,6,14,11,30,Austin 
249,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,10,13,30,Austin 
250,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,25,17,30,Austin 
251,0-SFC,0.5,984,336,81.95,ndfd,conus,temp,2017,6,20,3,30,Austin 
252,0-SFC,0.5,984,336,81.95,ndfd,conus,temp,2017,6,27,1,30,Austin 
253,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,25,13,30,Austin 
254,0-SFC,0.5,984,336,88.97,ndfd,conus,temp,2017,6,4,20,30,Austin 
255,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,18,11,30,Austin 
256,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,28,0,30,Austin 
257,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,11,19,30,Austin 
258,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,25,19,30,Austin 
259,0-SFC,0.5,984,336,90.05,ndfd,conus,temp,2017,6,26,20,30,Austin 
260,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,13,11,30,Austin 
261,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,9,19,30,Austin 
262,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,15,17,30,Austin 
263,0-SFC,0.5,984,336,5.054,ndfd,conus,wspd,2017,6,24,8,30,Austin 
264,0-SFC,0.5,984,336,92.03,ndfd,conus,temp,2017,6,7,18,30,Austin 
265,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,12,2,30,Austin 
266,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,7,11,30,Austin 
267,0-SFC,0.5,984,336,90.95,ndfd,conus,temp,2017,6,12,22,30,Austin 
268,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,25,2,30,Austin 
269,0-SFC,0.5,984,336,1.944,ndfd,conus,wspd,2017,6,1,5,30,Austin 
270,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,1,18,30,Austin 
271,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,23,1,30,Austin 
272,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,19,2,30,Austin 
273,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,30,17,30,Austin 
274,0-SFC,0.5,984,336,0.0,ndfd,conus,snow,2017,6,18,5,30,Austin 
275,0-SFC,0.5,984,336,7.97,ndfd,conus,wspd,2017,6,17,0,30,Austin 
276,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,2,4,30,Austin 
277,0-SFC,0.5,984,336,2.916,ndfd,conus,wspd,2017,6,27,6,30,Austin 
278,0-SFC,0.5,984,336,6.026,ndfd,conus,wspd,2017,6,26,23,30,Austin 
279,0-SFC,0.5,984,336,83.93,ndfd,conus,temp,2017,6,27,17,30,Austin 
280,0-SFC,0.5,984,336,79.97,ndfd,conus,temp,2017,6,21,13,30,Austin 
281,0-SFC,0.5,984,336,0.19,ndfd,conus,qpf,2017,6,25,11,30,Austin 
282,0-SFC,0.5,984,336,4.082,ndfd,conus,wspd,2017,6,8,13,30,Austin 
283,0-SFC,0.5,984,336,88.07,ndfd,conus,temp,2017,6,27,21,30,Austin 
284,0-SFC,0.5,984,336,70.07,ndfd,conus,temp,2017,6,20,10,30,Austin 
285,0-SFC,0.5,984,336,74.03,ndfd,conus,temp,2017,6,10,5,30,Austin 
286,0-SFC,0.5,984,336,6.998,ndfd,conus,wspd,2017,6,23,20,30,Austin 
287,0-SFC,0.5,984,336,86.99,ndfd,conus,temp,2017,6,23,14,30,Austin 
288,0-SFC,0.5,984,336,79.97,ndfd,conus,temp,2017,6,5,14,30,Austin 
289,0-SFC,0.5,984,336,77.99,ndfd,conus,temp,2017,6,30,11,30,Austin 
290,0-SFC,0.5,984,336,0.0,ndfd,conus,qpf,2017,6,12,17,30,Austin 
291,0-SFC,0.5,984,336,83.93,ndfd,conus,temp,2017,6,11,0,30,Austin 
292,0-SFC,0.5,984,336,9.914,ndfd,conus,wspd,2017,6,24,1,30,Austin 
293,0-SFC,0.5,984,336,97.97,ndfd,conus,temp,2017,6,16,21,30,Austin 
