id,level,projected_hour,x,y,value,category,area,element,reference_year,reference_month,reference_day,reference_hour,reference_minute,ville
3277,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,8,2,30,Chicago
3278,0-SFC,0.5,1340,861,72.05,ndfd,conus,temp,2017,6,30,2,30,Chicago
3279,0-SFC,0.5,1340,861,79.07,ndfd,conus,temp,2017,6,20,17,30,Chicago
3280,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,29,11,30,Chicago
3281,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,1,14,30,Chicago
3282,0-SFC,0.5,1340,861,72.05,ndfd,conus,temp,2017,6,30,3,30,Chicago
3283,0-SFC,0.5,1340,861,92.93,ndfd,conus,temp,2017,6,12,18,30,Chicago
3284,0-SFC,0.5,1340,861,67.01,ndfd,conus,temp,2017,6,5,15,30,Chicago
3285,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,26,5,30,Chicago
3286,0-SFC,0.5,1340,861,56.03,ndfd,conus,temp,2017,6,27,6,30,Chicago
3287,0-SFC,0.5,1340,861,81.05,ndfd,conus,temp,2017,6,28,22,30,Chicago
3288,0-SFC,0.5,1340,861,74.93,ndfd,conus,temp,2017,6,2,16,30,Chicago
3289,0-SFC,0.5,1340,861,76.01,ndfd,conus,temp,2017,6,16,13,30,Chicago
3290,0-SFC,0.5,1340,861,70.97,ndfd,conus,temp,2017,6,17,7,30,Chicago
3291,0-SFC,0.5,1340,861,77.99,ndfd,conus,temp,2017,6,4,0,30,Chicago
3292,0-SFC,0.5,1340,861,2.916,ndfd,conus,wspd,2017,6,3,3,30,Chicago
3293,0-SFC,0.5,1340,861,0.01,ndfd,conus,qpf,2017,6,9,5,30,Chicago
3294,0-SFC,0.5,1340,861,70.07,ndfd,conus,temp,2017,6,21,22,30,Chicago
3295,0-SFC,0.5,1340,861,63.95,ndfd,conus,temp,2017,6,21,5,30,Chicago
3296,0-SFC,0.5,1340,861,19.05,ndfd,conus,wspd,2017,6,10,18,30,Chicago
3297,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,2,19,30,Chicago
3298,0-SFC,0.5,1340,861,72.05,ndfd,conus,temp,2017,6,23,11,30,Chicago
3299,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,1,4,30,Chicago
3300,0-SFC,0.5,1340,861,7.97,ndfd,conus,wspd,2017,6,20,12,30,Chicago
3301,0-SFC,0.5,1340,861,79.97,ndfd,conus,temp,2017,6,28,21,30,Chicago
3302,0-SFC,0.5,1340,861,0.972,ndfd,conus,wspd,2017,6,8,10,30,Chicago
3303,0-SFC,0.5,1340,861,92.03,ndfd,conus,temp,2017,6,10,18,30,Chicago
3304,0-SFC,0.5,1340,861,58.01,ndfd,conus,temp,2017,6,6,3,30,Chicago
3305,0-SFC,0.5,1340,861,81.95,ndfd,conus,temp,2017,6,13,16,30,Chicago
3306,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,21,21,30,Chicago
3307,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,13,10,30,Chicago
3308,0-SFC,0.5,1340,861,1.944,ndfd,conus,wspd,2017,6,8,14,30,Chicago
3309,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,3,10,30,Chicago
3310,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,21,6,30,Chicago
3311,0-SFC,0.5,1340,861,2.916,ndfd,conus,wspd,2017,6,3,7,30,Chicago
3312,0-SFC,0.5,1340,861,58.91,ndfd,conus,temp,2017,6,2,10,30,Chicago
3313,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,18,10,30,Chicago
3314,0-SFC,0.5,1340,861,65.93,ndfd,conus,temp,2017,6,1,1,30,Chicago
3315,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,14,1,30,Chicago
3316,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,28,17,30,Chicago
3317,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,18,5,30,Chicago
3318,0-SFC,0.5,1340,861,72.95,ndfd,conus,temp,2017,6,17,10,30,Chicago
3319,0-SFC,0.5,1340,861,74.93,ndfd,conus,temp,2017,6,23,4,30,Chicago
3320,0-SFC,0.5,1340,861,76.01,ndfd,conus,temp,2017,6,3,13,30,Chicago
3321,0-SFC,0.5,1340,861,67.91,ndfd,conus,temp,2017,6,15,8,30,Chicago
3322,0-SFC,0.5,1340,861,13.024,ndfd,conus,wspd,2017,6,14,20,30,Chicago
3323,0-SFC,0.5,1340,861,12.052,ndfd,conus,wspd,2017,6,26,22,30,Chicago
3324,0-SFC,0.5,1340,861,63.05,ndfd,conus,temp,2017,6,21,6,30,Chicago
3325,0-SFC,0.5,1340,861,72.05,ndfd,conus,temp,2017,6,25,20,30,Chicago
3326,0-SFC,0.5,1340,861,72.95,ndfd,conus,temp,2017,6,21,20,30,Chicago
3327,0-SFC,0.5,1340,861,59.99,ndfd,conus,temp,2017,6,25,6,30,Chicago
3328,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,14,11,30,Chicago
3329,0-SFC,0.5,1340,861,70.97,ndfd,conus,temp,2017,6,3,12,30,Chicago
3330,0-SFC,0.5,1340,861,58.01,ndfd,conus,temp,2017,6,26,9,30,Chicago
3331,0-SFC,0.5,1340,861,72.05,ndfd,conus,temp,2017,6,24,21,30,Chicago
3332,0-SFC,0.5,1340,861,67.91,ndfd,conus,temp,2017,6,1,14,30,Chicago
3333,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,20,13,30,Chicago
3334,0-SFC,0.5,1340,861,11.08,ndfd,conus,wspd,2017,6,6,9,30,Chicago
3335,0-SFC,0.5,1340,861,61.07,ndfd,conus,temp,2017,6,6,13,30,Chicago
3336,0-SFC,0.5,1340,861,77.99,ndfd,conus,temp,2017,6,20,16,30,Chicago
3337,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,23,19,30,Chicago
3338,0-SFC,0.5,1340,861,14.968,ndfd,conus,wspd,2017,6,11,21,30,Chicago
3339,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,14,17,30,Chicago
3340,0-SFC,0.5,1340,861,9.914,ndfd,conus,wspd,2017,6,29,7,30,Chicago
3341,0-SFC,0.5,1340,861,13.024,ndfd,conus,wspd,2017,6,11,7,30,Chicago
3342,0-SFC,0.5,1340,861,14.968,ndfd,conus,wspd,2017,6,24,17,30,Chicago
3343,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,15,6,30,Chicago
3344,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,27,11,30,Chicago
3345,0-SFC,0.5,1340,861,68.99,ndfd,conus,temp,2017,6,22,3,30,Chicago
3346,0-SFC,0.5,1340,861,2.916,ndfd,conus,wspd,2017,6,21,4,30,Chicago
3347,0-SFC,0.5,1340,861,63.95,ndfd,conus,temp,2017,6,28,5,30,Chicago
3348,0-SFC,0.5,1340,861,18.078,ndfd,conus,wspd,2017,6,10,23,30,Chicago
3349,0-SFC,0.5,1340,861,2.916,ndfd,conus,wspd,2017,6,30,6,30,Chicago
3350,0-SFC,0.5,1340,861,90.05,ndfd,conus,temp,2017,6,11,19,30,Chicago
3351,0-SFC,0.5,1340,861,11.08,ndfd,conus,wspd,2017,6,25,11,30,Chicago
3352,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,16,18,30,Chicago
3353,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,1,0,30,Chicago
3354,0-SFC,0.5,1340,861,13.024,ndfd,conus,wspd,2017,6,14,19,30,Chicago
3355,0-SFC,0.5,1340,861,61.97,ndfd,conus,temp,2017,6,24,10,30,Chicago
3356,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,8,11,30,Chicago
3357,0-SFC,0.5,1340,861,61.97,ndfd,conus,temp,2017,6,25,12,30,Chicago
3358,0-SFC,0.5,1340,861,74.03,ndfd,conus,temp,2017,6,15,13,30,Chicago
3359,0-SFC,0.5,1340,861,76.01,ndfd,conus,temp,2017,6,28,18,30,Chicago
3360,0-SFC,0.5,1340,861,79.97,ndfd,conus,temp,2017,6,11,4,30,Chicago
3361,0-SFC,0.5,1340,861,2.916,ndfd,conus,wspd,2017,6,21,5,30,Chicago
3362,0-SFC,0.5,1340,861,79.07,ndfd,conus,temp,2017,6,17,16,30,Chicago
3363,0-SFC,0.5,1340,861,79.97,ndfd,conus,temp,2017,6,3,14,30,Chicago
3364,0-SFC,0.5,1340,861,79.07,ndfd,conus,temp,2017,6,16,16,30,Chicago
3365,0-SFC,0.5,1340,861,76.01,ndfd,conus,temp,2017,6,29,2,30,Chicago
3366,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,30,20,30,Chicago
3367,0-SFC,0.5,1340,861,67.01,ndfd,conus,temp,2017,6,30,11,30,Chicago
3368,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,15,4,30,Chicago
3369,0-SFC,0.5,1340,861,86.99,ndfd,conus,temp,2017,6,4,18,30,Chicago
3370,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,17,20,30,Chicago
3371,0-SFC,0.5,1340,861,79.97,ndfd,conus,temp,2017,6,11,13,30,Chicago
3372,0-SFC,0.5,1340,861,76.01,ndfd,conus,temp,2017,6,14,11,30,Chicago
3373,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,1,8,30,Chicago
3374,0-SFC,0.5,1340,861,7.97,ndfd,conus,wspd,2017,6,19,16,30,Chicago
3375,0-SFC,0.5,1340,861,7.97,ndfd,conus,wspd,2017,6,13,20,30,Chicago
3376,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,30,3,30,Chicago
3377,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,27,21,30,Chicago
3378,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,9,7,30,Chicago
3379,0-SFC,0.5,1340,861,65.93,ndfd,conus,temp,2017,6,7,22,30,Chicago
3380,0-SFC,0.5,1340,861,13.996,ndfd,conus,wspd,2017,6,26,20,30,Chicago
3381,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,27,1,30,Chicago
3382,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,26,17,30,Chicago
3383,0-SFC,0.5,1340,861,79.07,ndfd,conus,temp,2017,6,12,12,30,Chicago
3384,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,13,9,30,Chicago
3385,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,3,23,30,Chicago
3386,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,9,5,30,Chicago
3387,0-SFC,0.5,1340,861,14.968,ndfd,conus,wspd,2017,6,18,20,30,Chicago
3388,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,14,7,30,Chicago
3389,0-SFC,0.5,1340,861,79.07,ndfd,conus,temp,2017,6,13,13,30,Chicago
3390,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,11,17,30,Chicago
3391,0-SFC,0.5,1340,861,65.93,ndfd,conus,temp,2017,6,3,1,30,Chicago
3392,0-SFC,0.5,1340,861,7.97,ndfd,conus,wspd,2017,6,1,20,30,Chicago
3393,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,16,3,30,Chicago
3394,0-SFC,0.5,1340,861,90.05,ndfd,conus,temp,2017,6,12,16,30,Chicago
3395,0-SFC,0.5,1340,861,7.97,ndfd,conus,wspd,2017,6,17,21,30,Chicago
3396,0-SFC,0.5,1340,861,81.05,ndfd,conus,temp,2017,6,16,20,30,Chicago
3397,0-SFC,0.5,1340,861,74.03,ndfd,conus,temp,2017,6,17,8,30,Chicago
3398,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,9,8,30,Chicago
3399,0-SFC,0.5,1340,861,83.93,ndfd,conus,temp,2017,6,17,21,30,Chicago
3400,0-SFC,0.5,1340,861,70.97,ndfd,conus,temp,2017,6,26,19,30,Chicago
3401,0-SFC,0.5,1340,861,72.95,ndfd,conus,temp,2017,6,24,18,30,Chicago
3402,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,8,11,30,Chicago
3403,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,8,20,30,Chicago
3404,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,1,17,30,Chicago
3405,0-SFC,0.5,1340,861,81.05,ndfd,conus,temp,2017,6,17,17,30,Chicago
3406,0-SFC,0.5,1340,861,76.91,ndfd,conus,temp,2017,6,4,12,30,Chicago
3407,0-SFC,0.5,1340,861,90.05,ndfd,conus,temp,2017,6,12,20,30,Chicago
3408,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,24,17,30,Chicago
3409,0-SFC,0.5,1340,861,61.07,ndfd,conus,temp,2017,6,2,2,30,Chicago
3410,0-SFC,0.5,1340,861,58.91,ndfd,conus,temp,2017,6,26,11,30,Chicago
3411,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,21,5,30,Chicago
3412,0-SFC,0.5,1340,861,76.01,ndfd,conus,temp,2017,6,27,18,30,Chicago
3413,0-SFC,0.5,1340,861,81.95,ndfd,conus,temp,2017,6,4,22,30,Chicago
3414,0-SFC,0.5,1340,861,76.01,ndfd,conus,temp,2017,6,2,18,30,Chicago
3415,0-SFC,0.5,1340,861,63.95,ndfd,conus,temp,2017,6,1,13,30,Chicago
3416,0-SFC,0.5,1340,861,0.05,ndfd,conus,qpf,2017,6,30,17,30,Chicago
3417,0-SFC,0.5,1340,861,9.914,ndfd,conus,wspd,2017,6,26,14,30,Chicago
3418,0-SFC,0.5,1340,861,11.08,ndfd,conus,wspd,2017,6,24,13,30,Chicago
3419,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,24,17,30,Chicago
3420,0-SFC,0.5,1340,861,68.99,ndfd,conus,temp,2017,6,18,10,30,Chicago
3421,0-SFC,0.5,1340,861,20.022,ndfd,conus,wspd,2017,6,10,21,30,Chicago
3422,0-SFC,0.5,1340,861,11.08,ndfd,conus,wspd,2017,6,23,11,30,Chicago
3423,0-SFC,0.5,1340,861,14.968,ndfd,conus,wspd,2017,6,22,20,30,Chicago
3424,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,3,17,30,Chicago
3425,0-SFC,0.5,1340,861,67.01,ndfd,conus,temp,2017,6,25,14,30,Chicago
3426,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,27,16,30,Chicago
3427,0-SFC,0.5,1340,861,12.052,ndfd,conus,wspd,2017,6,20,16,30,Chicago
3428,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,7,8,30,Chicago
3429,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,26,5,30,Chicago
3430,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,3,0,30,Chicago
3431,0-SFC,0.5,1340,861,12.052,ndfd,conus,wspd,2017,6,18,14,30,Chicago
3432,0-SFC,0.5,1340,861,9.914,ndfd,conus,wspd,2017,6,12,19,30,Chicago
3433,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,5,23,30,Chicago
3434,0-SFC,0.5,1340,861,9.914,ndfd,conus,wspd,2017,6,18,12,30,Chicago
3435,0-SFC,0.5,1340,861,70.07,ndfd,conus,temp,2017,6,18,7,30,Chicago
3436,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,10,6,30,Chicago
3437,0-SFC,0.5,1340,861,13.996,ndfd,conus,wspd,2017,6,29,11,30,Chicago
3438,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,15,11,30,Chicago
3439,0-SFC,0.5,1340,861,74.03,ndfd,conus,temp,2017,6,19,21,30,Chicago
3440,0-SFC,0.5,1340,861,67.01,ndfd,conus,temp,2017,6,26,14,30,Chicago
3441,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,4,17,30,Chicago
3442,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,1,9,30,Chicago
3443,0-SFC,0.5,1340,861,90.95,ndfd,conus,temp,2017,6,12,23,30,Chicago
3444,0-SFC,0.5,1340,861,70.07,ndfd,conus,temp,2017,6,30,7,30,Chicago
3445,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,18,0,30,Chicago
3446,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,15,7,30,Chicago
3447,0-SFC,0.5,1340,861,13.996,ndfd,conus,wspd,2017,6,23,2,30,Chicago
3448,0-SFC,0.5,1340,861,2.916,ndfd,conus,wspd,2017,6,16,2,30,Chicago
3449,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,19,17,30,Chicago
3450,0-SFC,0.5,1340,861,1.944,ndfd,conus,wspd,2017,6,5,5,30,Chicago
3451,0-SFC,0.5,1340,861,58.91,ndfd,conus,temp,2017,6,6,1,30,Chicago
3452,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,9,1,30,Chicago
3453,0-SFC,0.5,1340,861,0.972,ndfd,conus,wspd,2017,6,8,13,30,Chicago
3454,0-SFC,0.5,1340,861,70.07,ndfd,conus,temp,2017,6,22,0,30,Chicago
3455,0-SFC,0.5,1340,861,11.08,ndfd,conus,wspd,2017,6,6,8,30,Chicago
3456,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,6,5,30,Chicago
3457,0-SFC,0.5,1340,861,7.97,ndfd,conus,wspd,2017,6,27,0,30,Chicago
3458,0-SFC,0.5,1340,861,13.024,ndfd,conus,wspd,2017,6,24,15,30,Chicago
3459,0-SFC,0.5,1340,861,61.07,ndfd,conus,temp,2017,6,7,3,30,Chicago
3460,0-SFC,0.5,1340,861,1.944,ndfd,conus,wspd,2017,6,5,7,30,Chicago
3461,0-SFC,0.5,1340,861,67.01,ndfd,conus,temp,2017,6,1,15,30,Chicago
3462,0-SFC,0.5,1340,861,65.03,ndfd,conus,temp,2017,6,2,12,30,Chicago
3463,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,9,3,30,Chicago
3464,0-SFC,0.5,1340,861,81.05,ndfd,conus,temp,2017,6,30,19,30,Chicago
3465,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,1,21,30,Chicago
3466,0-SFC,0.5,1340,861,0.0,ndfd,conus,wspd,2017,6,8,7,30,Chicago
3467,0-SFC,0.5,1340,861,70.97,ndfd,conus,temp,2017,6,18,6,30,Chicago
3468,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,21,7,30,Chicago
3469,0-SFC,0.5,1340,861,67.91,ndfd,conus,temp,2017,6,9,1,30,Chicago
3470,0-SFC,0.5,1340,861,74.93,ndfd,conus,temp,2017,6,4,7,30,Chicago
3471,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,12,22,30,Chicago
3472,0-SFC,0.5,1340,861,58.01,ndfd,conus,temp,2017,6,26,10,30,Chicago
3473,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,9,17,30,Chicago
3474,0-SFC,0.5,1340,861,76.91,ndfd,conus,temp,2017,6,13,21,30,Chicago
3475,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,30,2,30,Chicago
3476,0-SFC,0.5,1340,861,65.93,ndfd,conus,temp,2017,6,10,5,30,Chicago
3477,0-SFC,0.5,1340,861,85.91,ndfd,conus,temp,2017,6,13,1,30,Chicago
3478,0-SFC,0.5,1340,861,9.914,ndfd,conus,wspd,2017,6,25,0,30,Chicago
3479,0-SFC,0.5,1340,861,58.91,ndfd,conus,temp,2017,6,8,9,30,Chicago
3480,0-SFC,0.5,1340,861,14.968,ndfd,conus,wspd,2017,6,12,0,30,Chicago
3481,0-SFC,0.5,1340,861,7.97,ndfd,conus,wspd,2017,6,9,18,30,Chicago
3482,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,6,17,30,Chicago
3483,0-SFC,0.5,1340,861,70.07,ndfd,conus,temp,2017,6,27,14,30,Chicago
3484,0-SFC,0.5,1340,861,11.08,ndfd,conus,wspd,2017,6,24,12,30,Chicago
3485,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,2,10,30,Chicago
3486,0-SFC,0.5,1340,861,15.94,ndfd,conus,wspd,2017,6,11,0,30,Chicago
3487,0-SFC,0.5,1340,861,9.914,ndfd,conus,wspd,2017,6,7,2,30,Chicago
3488,0-SFC,0.5,1340,861,65.03,ndfd,conus,temp,2017,6,7,16,30,Chicago
3489,0-SFC,0.5,1340,861,72.95,ndfd,conus,temp,2017,6,24,17,30,Chicago
3490,0-SFC,0.5,1340,861,81.05,ndfd,conus,temp,2017,6,23,0,30,Chicago
3491,0-SFC,0.5,1340,861,67.91,ndfd,conus,temp,2017,6,3,19,30,Chicago
3492,0-SFC,0.5,1340,861,9.914,ndfd,conus,wspd,2017,6,12,21,30,Chicago
3493,0-SFC,0.5,1340,861,79.07,ndfd,conus,temp,2017,6,11,5,30,Chicago
3494,0-SFC,0.5,1340,861,59.99,ndfd,conus,temp,2017,6,25,8,30,Chicago
3495,0-SFC,0.5,1340,861,2.916,ndfd,conus,wspd,2017,6,30,4,30,Chicago
3496,0-SFC,0.5,1340,861,70.07,ndfd,conus,temp,2017,6,26,22,30,Chicago
3497,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,9,12,30,Chicago
3498,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,6,5,30,Chicago
3499,0-SFC,0.5,1340,861,85.91,ndfd,conus,temp,2017,6,22,20,30,Chicago
3500,0-SFC,0.5,1340,861,58.91,ndfd,conus,temp,2017,6,26,8,30,Chicago
3501,0-SFC,0.5,1340,861,58.91,ndfd,conus,temp,2017,6,1,6,30,Chicago
3502,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,9,0,30,Chicago
3503,0-SFC,0.5,1340,861,58.91,ndfd,conus,temp,2017,6,2,6,30,Chicago
3504,0-SFC,0.5,1340,861,7.97,ndfd,conus,wspd,2017,6,14,5,30,Chicago
3505,0-SFC,0.5,1340,861,74.93,ndfd,conus,temp,2017,6,23,18,30,Chicago
3506,0-SFC,0.5,1340,861,65.93,ndfd,conus,temp,2017,6,19,9,30,Chicago
3507,0-SFC,0.5,1340,861,79.07,ndfd,conus,temp,2017,6,22,13,30,Chicago
3508,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,13,17,30,Chicago
3509,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,4,11,30,Chicago
3510,0-SFC,0.5,1340,861,72.05,ndfd,conus,temp,2017,6,23,9,30,Chicago
3511,0-SFC,0.5,1340,861,56.03,ndfd,conus,temp,2017,6,1,9,30,Chicago
3512,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,17,19,30,Chicago
3513,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,17,8,30,Chicago
3514,0-SFC,0.5,1340,861,0.01,ndfd,conus,qpf,2017,6,15,17,30,Chicago
3515,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,23,23,30,Chicago
3516,0-SFC,0.5,1340,861,67.91,ndfd,conus,temp,2017,6,5,6,30,Chicago
3517,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,26,23,30,Chicago
3518,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,21,17,30,Chicago
3519,0-SFC,0.5,1340,861,63.95,ndfd,conus,temp,2017,6,20,6,30,Chicago
3520,0-SFC,0.5,1340,861,61.07,ndfd,conus,temp,2017,6,26,5,30,Chicago
3521,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,15,11,30,Chicago
3522,0-SFC,0.5,1340,861,68.99,ndfd,conus,temp,2017,6,18,12,30,Chicago
3523,0-SFC,0.5,1340,861,81.95,ndfd,conus,temp,2017,6,12,2,30,Chicago
3524,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,21,22,30,Chicago
3525,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,1,11,30,Chicago
3526,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,26,11,30,Chicago
3527,0-SFC,0.5,1340,861,83.03,ndfd,conus,temp,2017,6,17,20,30,Chicago
3528,0-SFC,0.5,1340,861,72.05,ndfd,conus,temp,2017,6,8,14,30,Chicago
3529,0-SFC,0.5,1340,861,74.93,ndfd,conus,temp,2017,6,12,9,30,Chicago
3530,0-SFC,0.5,1340,861,67.91,ndfd,conus,temp,2017,6,1,18,30,Chicago
3531,0-SFC,0.5,1340,861,13.024,ndfd,conus,wspd,2017,6,6,13,30,Chicago
3532,0-SFC,0.5,1340,861,6.026,ndfd,conus,wspd,2017,6,21,15,30,Chicago
3533,0-SFC,0.5,1340,861,6.998,ndfd,conus,wspd,2017,6,4,21,30,Chicago
3534,0-SFC,0.5,1340,861,14.968,ndfd,conus,wspd,2017,6,6,20,30,Chicago
3535,0-SFC,0.5,1340,861,83.93,ndfd,conus,temp,2017,6,4,21,30,Chicago
3536,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,22,8,30,Chicago
3537,0-SFC,0.5,1340,861,67.91,ndfd,conus,temp,2017,6,26,15,30,Chicago
3538,0-SFC,0.5,1340,861,79.07,ndfd,conus,temp,2017,6,14,13,30,Chicago
3539,0-SFC,0.5,1340,861,70.07,ndfd,conus,temp,2017,6,27,21,30,Chicago
3540,0-SFC,0.5,1340,861,14.968,ndfd,conus,wspd,2017,6,26,19,30,Chicago
3541,0-SFC,0.5,1340,861,58.91,ndfd,conus,temp,2017,6,2,8,30,Chicago
3542,0-SFC,0.5,1340,861,0.0,ndfd,conus,snow,2017,6,8,17,30,Chicago
3543,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,2,16,30,Chicago
3544,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,5,1,30,Chicago
3545,0-SFC,0.5,1340,861,63.05,ndfd,conus,temp,2017,6,3,4,30,Chicago
3546,0-SFC,0.5,1340,861,8.942,ndfd,conus,wspd,2017,6,17,18,30,Chicago
3547,0-SFC,0.5,1340,861,5.054,ndfd,conus,wspd,2017,6,10,9,30,Chicago
3548,0-SFC,0.5,1340,861,2.916,ndfd,conus,wspd,2017,6,8,1,30,Chicago
3549,0-SFC,0.5,1340,861,72.95,ndfd,conus,temp,2017,6,21,19,30,Chicago
3550,0-SFC,0.5,1340,861,9.914,ndfd,conus,wspd,2017,6,24,10,30,Chicago
3551,0-SFC,0.5,1340,861,4.082,ndfd,conus,wspd,2017,6,3,12,30,Chicago
3552,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,26,11,30,Chicago
3553,0-SFC,0.5,1340,861,11.08,ndfd,conus,wspd,2017,6,20,17,30,Chicago
3554,0-SFC,0.5,1340,861,13.996,ndfd,conus,wspd,2017,6,6,19,30,Chicago
3555,0-SFC,0.5,1340,861,63.05,ndfd,conus,temp,2017,6,26,3,30,Chicago
3556,0-SFC,0.5,1340,861,13.024,ndfd,conus,wspd,2017,6,20,20,30,Chicago
3557,0-SFC,0.5,1340,861,0.0,ndfd,conus,qpf,2017,6,10,17,30,Chicago
